FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Total Medicare Payment Amount: Slope,Total Number of Services: Slope,% ASC Billing: Slope,% ASC Procedures: Slope,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Urban,LISA_CL,Moran I score for ACS billing fraction
48491,2514.0,269573.92,725.0,80051.3,592.0,59368.24,594.0,74494.59,258.0,32752.3,345.0,22907.49,57.0,5.793103,20.409462,8.108108,34.864399,6.734007,29.720749,12.015504,43.441896,0.0,0.0,6.404137,27.230004,5.5e-05,0.00727,0.02922,0.101295,65540.0,71.8,44.444,82.892,4.15,8.438,9.212,0.896,15.828,585.2,789.432,5620.2,1,6.06,84702.0,547604.0,1.0,6.8,20.5,31.4,41.3,3.22,11.68,20.6,5.6,13.4,3.4,11.5,19.06,1.9,2.85,2.1,8.4,20.36,7.2,3.54,24.56,5.54,32.14,55.32,12.8,24.38,489.674087,58.606657,1,0,Non Significant
49011,114.0,29042.4,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9108.6,69.0,19933.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666667,59.855082,0.0,0.0,10.526316,18.772416,-0.000157,-0.043709,-0.020884,-0.046875,34913.6,72.6,45.286,91.152,1.014,3.92,6.964,0.884,12.334,487.2,704.798,5273.6,1,5.96,80357.4,345767.4,2.0,4.4,21.2,36.7,37.8,2.9,7.42,19.4,3.4,19.8,3.6,9.64,20.14,0.975,2.325,1.72,5.58,19.82,5.84,2.56,25.64,5.06,32.26,45.7,10.86,19.96,1157.271954,116.854655,0,0,Non Significant
47189,51.0,15254.24,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7382.02,25.0,7872.22,3.914331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000331,-0.097336,0.0,0.0,23128.0,71.2,44.972,91.446,5.172,0.948,11.536,0.954,16.896,571.2,729.892,6075.0,1,8.02,72717.6,136666.4,1.0,8.4,29.0,30.2,32.4,3.38,8.88,21.4,10.6,19.0,3.0,10.38,19.56,1.65,4.125,3.4,12.38,25.22,5.42,3.6,26.48,4.38,36.76,61.66,13.06,26.54,239.418667,40.516725,1,0,Non Significant
48053,269.0,10167.92,269.0,10167.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.934436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000246,0.009294,0.0,0.0,11414.4,73.0,46.558,92.2,0.716,5.212,9.836,0.892,15.994,438.8,779.762,5456.4,0,11.32,57507.4,46530.0,6.0,11.7,30.8,32.2,25.4,3.2,21.44,22.2,8.0,11.0,2.6,11.26,16.26,1.95,3.85,2.0,10.66,19.96,6.88,3.66,20.88,4.9,35.48,55.74,12.66,27.58,46.798718,11.48032,0,0,Non Significant
48265,27.0,5193.42,16.0,3205.84,11.0,1987.58,0.0,0.0,0.0,0.0,0.0,0.0,1.960852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000951,0.185986,0.0,0.0,14814.6,74.0,45.522,89.632,0.814,7.426,10.112,0.884,13.806,592.0,762.626,5705.4,0,13.76,51818.2,51842.6,4.0,11.4,27.2,34.1,27.4,3.36,21.86,19.8,6.8,13.6,3.6,10.78,17.34,2.15,1.625,2.24,10.0,18.14,7.42,4.4,22.4,5.5,35.94,55.72,10.52,25.7,46.987904,13.427317,0,0,Non Significant
48303,139.0,119147.759999,24.0,26686.87,28.0,35071.59,26.0,24128.41,39.0,26391.75,22.0,6869.14,10.0,100.0,100.0,53.571429,65.261512,100.0,100.0,100.0,100.0,50.0,91.676542,82.733813,89.29473,0.000113,-0.039593,-0.019987,0.019161,41765.2,72.0,45.252,77.074,5.124,15.396,16.304,1.052,16.704,660.6,737.976,6143.8,1,18.68,49659.2,304808.0,2.0,13.8,25.6,30.4,30.1,3.18,16.32,19.4,8.8,20.8,2.6,11.68,19.02,1.625,2.7,3.2,11.92,22.74,8.12,4.06,26.06,6.78,39.5,60.88,18.34,35.7,340.339817,46.633817,0,0,Non Significant
48309,116.0,38710.96,49.0,12806.83,0.0,0.0,0.0,0.0,28.0,13577.31,39.0,12326.82,7.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,56.410256,92.700064,43.103448,64.59225,-6.3e-05,-0.003971,-0.025558,-0.025674,38933.8,71.0,44.886,74.324,13.692,10.088,19.902,0.98,16.752,691.4,570.33,3912.0,1,18.52,48033.6,251089.4,2.0,15.1,27.0,33.6,24.2,3.78,18.12,20.0,9.4,13.2,3.2,13.24,20.68,1.95,3.225,4.2,10.24,20.76,6.2,3.96,26.84,5.04,31.2,57.08,18.38,25.08,242.106989,37.540992,0,0,Non Significant
48339,1572.0,675060.34,193.0,84481.96,372.0,149877.31,350.0,156759.36,302.0,140115.53,355.0,143826.18,77.0,93.264249,98.162117,76.344086,90.029218,68.285714,82.304055,63.576159,76.897179,67.323944,80.595925,72.137405,84.517614,-3.3e-05,-0.012024,0.166966,0.114993,75261.6,72.0,45.484,88.286,3.024,5.608,9.302,0.974,18.698,604.6,796.216,5528.2,1,9.62,77702.8,571949.0,1.0,12.3,22.8,30.4,34.5,4.16,16.94,18.6,7.4,17.2,2.8,11.16,16.74,1.75,2.575,2.4,11.6,22.74,6.0,4.4,25.32,4.12,31.14,58.8,14.98,28.82,549.035023,72.246397,1,0,Non Significant
51121,61.0,12702.52,0.0,0.0,15.0,1604.95,35.0,10507.17,0.0,0.0,11.0,590.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,-0.008466,0.0,0.0,12600.8,72.0,44.742,93.546,2.786,0.478,13.0,0.922,18.002,700.6,543.094,4348.0,1,21.74,53632.0,98139.6,3.0,6.8,23.4,24.4,45.5,3.54,10.24,20.8,8.2,11.2,3.4,9.18,19.14,1.85,2.6,2.9,10.38,20.56,4.58,3.24,24.62,5.22,31.1,52.46,12.38,23.84,253.581524,32.559029,0,2,Low-Low
51510,34.0,1515.02,0.0,0.0,0.0,0.0,34.0,1515.02,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14137.6,74.0,41.692,70.234,15.75,5.186,11.606,0.896,17.318,598.0,693.482,5811.2,1,9.68,95794.4,157612.8,1.0,7.0,11.6,18.3,63.1,2.62,11.02,15.0,4.6,9.6,2.6,11.86,13.84,2.05,1.525,2.72,6.96,19.08,6.88,4.32,21.12,5.8,32.16,51.58,10.46,21.74,10488.640447,940.813203,1,3,Low-High
51540,3367.0,601667.299999,492.0,125241.46,374.0,83201.83,406.0,91247.77,412.0,97977.67,1683.0,203998.569999,70.360876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8e-05,-0.001888,0.0,0.0,5620.6,71.2,43.4,73.138,21.456,0.838,18.526,0.954,16.944,710.0,533.246,4734.4,1,21.8,54520.2,47095.8,3.0,8.9,16.5,19.7,54.9,2.96,11.7,18.0,6.4,10.6,2.8,9.86,19.4,3.025,2.4,4.46,7.68,19.74,6.38,2.68,23.7,5.2,29.48,48.2,11.38,18.08,4600.097675,548.993944,0,0,Non Significant
51660,793.0,189225.25,99.0,9083.41,140.0,31760.95,188.0,52087.16,187.0,51246.55,179.0,45047.18,23.906203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7e-05,-0.034585,0.0,0.0,4897.0,73.0,42.082,86.164,5.238,4.54,19.466,0.98,18.928,852.4,490.326,3985.8,1,27.1,43424.0,53273.0,3.0,16.1,25.6,22.0,36.3,4.16,14.6,20.6,7.2,10.2,3.2,10.68,18.88,1.9,2.175,4.54,9.56,22.54,6.56,3.1,25.38,5.04,35.58,56.8,12.94,20.58,3058.502698,281.145941,0,0,Non Significant
51760,3506.0,417170.41,720.0,75631.09,740.0,100739.35,649.0,80048.47,604.0,68440.63,793.0,92310.87,81.333713,2.5,10.764978,5.0,19.264885,5.546995,19.87597,3.642384,17.304487,4.665826,15.425031,4.27838,16.66985,-2e-06,-0.000445,-0.136972,-0.508635,30771.6,70.8,42.822,48.292,47.91,0.936,22.974,1.1,20.024,918.4,625.7,4685.0,1,23.22,45653.2,226622.4,1.0,14.6,21.8,24.0,39.6,4.14,13.12,17.4,9.2,21.4,2.8,11.66,18.58,3.1,3.575,5.62,9.9,23.96,5.08,3.96,27.74,7.0,29.78,58.36,13.28,23.34,3789.355405,514.53223,1,0,Non Significant
51775,335.0,151620.88,47.0,16424.06,68.0,37430.04,68.0,27416.68,108.0,51548.23,44.0,18801.87,8.710847,100.0,100.0,100.0,100.0,100.0,100.0,81.481481,75.893838,100.0,100.0,94.029851,91.804361,-2.3e-05,-0.013017,0.051854,0.0675,5703.0,73.0,41.18,93.12,4.71,0.312,12.45,0.962,17.4,642.4,538.698,4489.0,1,9.86,54529.6,25316.6,2.0,10.8,29.0,32.3,27.9,3.52,8.38,19.8,7.4,14.6,3.4,11.66,20.04,2.2,2.05,3.32,10.58,23.04,5.96,3.88,27.72,4.38,33.98,57.18,12.96,25.14,1753.591466,395.026668,0,4,High-Low
53021,26.0,11214.45,15.0,6546.23,0.0,0.0,11.0,4668.22,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332,0.142315,0.0,0.0,9131.0,71.0,48.15,71.318,2.288,21.748,21.98,0.952,16.186,728.8,636.094,5077.6,1,14.16,60105.8,92009.4,2.0,25.0,25.5,31.8,17.7,6.66,12.3,22.8,6.6,15.6,2.8,9.3,15.08,1.9,4.3,1.5,9.7,25.7,5.04,3.22,29.8,4.86,31.06,52.44,11.4,22.08,74.071444,7.35084,0,0,Non Significant
55045,891.0,67729.35,149.0,9214.02,151.0,10608.42,200.0,14059.63,204.0,18916.39,187.0,14930.89,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000338,-0.045894,0.0,0.0,7219.2,72.4,44.948,96.6925,0.3325,0.26,16.182,0.866,15.564,643.4,369.026,2708.8,1,7.56,61987.2,36895.8,2.0,7.6,35.5,33.4,23.6,3.0,5.84,17.4,5.8,15.8,2.8,7.86,15.7,1.75,1.325,2.58,7.42,21.82,4.78,3.02,23.12,4.66,26.32,49.6,11.84,21.5,63.182392,12.362554,0,2,Low-Low
55063,1964.0,161781.42,395.0,28277.02,365.0,17871.8,395.0,22174.72,412.0,29937.43,397.0,63520.45,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3e-05,-0.043634,0.0,0.0,21104.2,70.0,44.996,93.918,1.162,0.7,26.112,0.932,14.868,746.8,398.04,3173.0,1,12.48,56820.2,117894.0,3.0,5.0,25.4,34.7,34.9,3.12,5.04,20.6,10.2,17.8,3.6,9.28,21.98,3.45,3.075,4.1,8.56,26.38,6.06,2.22,22.84,4.74,24.98,48.14,12.28,19.36,261.008754,46.723166,0,2,Low-Low
55073,111.0,38793.73,13.0,1959.66,39.0,27346.42,15.0,6951.75,0.0,0.0,44.0,2535.9,5.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,48.648649,88.411632,5.2e-05,-0.016585,0.008333,0.008333,25619.6,71.0,45.986,92.796,0.418,0.626,22.83,0.988,17.692,635.6,500.704,4107.4,1,9.12,60281.2,135396.0,3.0,8.2,34.3,32.2,25.4,3.16,6.4,18.8,8.8,21.0,2.8,8.46,18.16,2.675,2.0,3.1,8.86,25.34,6.18,2.3,23.64,4.32,29.32,51.14,15.28,23.38,87.635916,16.582448,0,4,High-Low
55141,282.0,54008.84,153.0,28307.12,106.0,17101.59,11.0,7951.13,12.0,649.0,0.0,0.0,12.098144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000127,0.021047,0.0,0.0,16715.6,70.0,45.316,95.344,0.36,1.044,26.402,0.978,17.786,716.0,480.88,3982.2,0,10.52,54033.2,73112.0,4.0,7.3,38.0,33.0,21.6,4.18,5.76,18.2,10.8,23.0,4.0,8.32,17.4,2.775,2.85,3.32,9.2,24.72,6.06,1.98,24.58,4.08,27.26,45.52,13.22,23.12,92.183237,21.075858,0,2,Low-Low
56025,72.0,29938.29,11.0,5896.64,37.0,13545.94,0.0,0.0,24.0,10495.71,0.0,0.0,5.998512,100.0,100.0,32.432432,48.149925,0.0,0.0,100.0,100.0,0.0,0.0,65.277778,76.539809,0.0001,0.034007,0.014811,0.012924,12788.8,71.4,45.758,93.208,0.722,3.18,15.814,0.896,15.94,648.0,778.25,6682.4,1,10.46,61825.8,80333.0,3.0,7.5,30.3,39.3,22.8,5.2,13.9,14.4,9.8,15.6,2.8,8.76,16.2,2.45,2.7,2.26,12.76,17.92,6.4,2.1,20.52,3.64,25.08,42.98,10.6,20.14,15.042641,2.394749,0,4,High-Low
54039,645.0,108444.17,74.0,12737.32,98.0,14871.7,120.0,15942.81,128.0,19057.01,225.0,45835.33,36.0,0.0,0.0,0.0,0.0,32.5,27.592313,42.1875,30.031049,29.333333,14.869098,24.651163,15.618461,-9.4e-05,-0.024992,-0.07173,-0.065814,43768.6,69.2,45.772,92.08,5.784,0.408,26.64,1.06,19.27,757.4,505.92,4500.8,1,16.96,44732.6,183279.4,3.0,11.3,37.1,26.1,25.5,5.24,7.24,19.8,17.2,20.6,3.6,11.14,26.26,2.975,4.075,3.42,15.68,28.84,4.58,4.08,31.68,5.04,36.96,63.2,14.68,34.0,203.285318,48.546175,0,2,Low-Low
54061,2308.0,152861.24,427.0,28586.97,496.0,24024.45,520.0,42547.82,413.0,26450.67,452.0,31251.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7e-05,0.004002,0.0,0.0,12486.6,71.0,45.482,94.188,2.486,0.696,21.16,1.008,19.46,746.0,520.08,5339.4,1,18.56,50757.2,105473.8,3.0,7.6,27.2,22.3,42.8,4.06,6.84,18.6,14.4,24.8,3.6,10.2,26.38,2.6,3.15,3.64,13.48,22.5,7.28,3.42,26.82,8.44,38.16,62.46,15.18,32.78,292.932328,34.679028,0,0,Non Significant
55005,82.0,5659.76,54.0,3049.23,11.0,530.09,0.0,0.0,0.0,0.0,17.0,2080.44,3.955583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000329,0.042903,0.0,0.0,11081.4,71.0,46.158,96.186,0.354,0.58,29.08,0.95,14.734,715.8,468.292,3673.2,0,11.22,51258.6,45228.8,6.0,9.8,36.1,33.5,20.6,4.02,7.94,17.6,9.4,16.6,2.6,8.64,15.34,2.025,2.7,3.04,10.76,23.32,3.32,2.42,23.18,3.62,24.94,43.34,13.54,23.12,52.426363,12.844858,0,2,Low-Low
55025,3932.0,633718.060001,661.0,92052.23,624.0,113369.78,590.0,96904.08,1047.0,179415.100001,1010.0,151976.869999,113.0,6.354009,37.387177,12.179487,46.960575,4.237288,20.408367,8.6915,34.893657,10.792079,36.809661,8.723296,35.65908,-3.3e-05,-0.005645,0.036271,-0.129545,74087.4,71.0,44.472,89.458,3.718,1.308,14.436,0.844,15.58,536.0,400.186,3243.0,1,10.72,71646.6,536078.4,2.0,4.2,17.8,26.7,51.4,2.6,5.02,20.4,6.0,11.0,3.0,8.1,18.18,2.425,2.05,2.68,5.82,16.92,6.32,2.06,19.04,4.56,23.1,43.72,9.64,18.58,447.762226,61.88188,0,2,Low-Low
49035,2204.0,340030.4,355.0,62038.58,397.0,65384.15,402.0,62634.29,422.0,73075.56,628.0,76897.82,67.0,7.323944,17.370433,22.418136,56.526375,10.199005,26.519084,24.407583,54.750042,3.66242,19.352291,12.794918,35.066303,-0.000212,-0.012364,-0.001477,0.015492,120584.6,72.0,44.914,87.33,0.952,6.082,12.298,0.952,13.596,587.2,618.542,4663.8,1,9.48,71781.8,1133646.0,1.0,9.2,22.6,32.6,35.6,2.92,11.46,19.4,5.4,14.2,3.6,9.88,22.2,1.875,2.925,3.08,6.44,21.52,6.54,2.72,24.0,6.3,30.76,45.52,11.8,21.16,1527.244363,162.451198,1,0,Non Significant
01031,413.0,139715.59,32.0,11508.47,71.0,22489.02,67.0,20028.67,104.0,41816.46,139.0,43872.97,18.161184,100.0,100.0,83.098592,95.00325,64.179104,75.850418,76.923077,92.252381,65.467626,84.412453,73.849879,88.520207,-0.000104,-0.037554,0.094159,0.087569,10138.2,70.4,44.87,81.38,14.894,1.72,21.27,0.98,16.138,772.2,737.476,6379.0,0,14.98,51981.8,51662.0,4.0,14.1,27.2,35.9,22.8,4.64,12.04,20.0,13.4,28.0,4.0,12.04,19.98,2.125,2.625,3.12,15.08,22.08,8.18,4.38,31.0,6.68,41.58,67.88,14.3,29.88,76.088557,14.931691,0,0,Non Significant
01055,436.0,130239.93,55.0,12130.16,80.0,26319.37,81.0,19758.92,76.0,28081.76,144.0,43949.72,17.933563,52.727273,64.911592,53.75,52.593812,43.209877,58.296304,63.157895,86.51128,47.916667,62.101397,51.376147,65.127676,-0.000117,-0.03885,-0.042239,0.000961,24650.0,68.8,44.424,86.9,11.514,0.58,25.916,1.08,19.888,752.6,664.89,6018.6,1,18.18,42571.6,102747.8,3.0,15.4,32.9,33.9,17.8,4.86,12.24,24.6,14.6,22.4,4.4,11.32,23.2,2.125,7.2,4.2,18.72,28.74,5.4,4.14,31.68,7.0,39.86,66.54,18.4,31.8,192.055193,46.075541,0,0,Non Significant
01071,40.0,14474.66,15.0,6005.45,0.0,0.0,0.0,0.0,25.0,8469.21,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-05,0.009434,0.0,0.0,12496.6,70.2,45.278,95.93,2.846,0.4,22.228,1.008,17.16,670.4,686.834,5811.0,0,17.38,42103.4,51851.6,6.0,16.8,41.0,28.2,14.0,5.06,13.32,22.8,12.8,26.6,3.0,9.92,17.88,1.525,3.8,2.78,15.72,27.96,5.24,4.04,34.1,5.1,41.58,66.82,17.5,33.54,48.105705,11.593813,0,0,Non Significant
01081,109.0,79960.08,16.0,14630.13,14.0,12263.71,19.0,16928.61,15.0,13770.9,45.0,22366.73,7.922525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000273,-0.085906,0.0,0.0,21236.2,69.2,45.382,72.66,24.546,0.904,19.058,0.968,14.98,566.0,593.898,4965.8,1,18.32,49732.0,161152.0,3.0,9.1,23.7,31.8,35.3,4.2,10.72,17.0,8.4,20.0,2.8,9.52,14.86,1.925,2.15,2.82,11.46,21.12,5.82,4.0,29.48,4.68,33.72,64.12,15.24,28.88,265.255063,34.954636,0,0,Non Significant
01089,2197.0,946033.52,512.0,228772.15,504.0,216789.23,285.0,134227.67,491.0,202327.77,405.0,163916.7,97.0,75.585938,76.94816,75.793651,83.51473,83.508772,87.029537,80.855397,82.739221,86.666667,85.940639,79.881657,82.679956,2.3e-05,0.006114,-0.279522,-0.291148,58185.4,72.2,43.686,79.618,16.392,1.114,12.608,0.986,17.14,642.0,791.694,7182.2,1,12.6,63084.8,362276.2,2.0,8.3,20.6,28.3,42.8,4.14,9.44,20.8,8.4,23.6,3.6,10.6,17.34,1.65,3.625,2.2,10.48,28.34,7.22,4.58,28.72,6.0,39.8,65.2,13.36,27.26,451.945314,72.587211,0,0,Non Significant
05143,923.0,513779.580002,177.0,102446.59,151.0,89219.010001,165.0,96057.87,255.0,132323.3,175.0,93732.81,30.046142,93.785311,99.466463,92.05298,99.336778,100.0,100.0,81.176471,89.589007,77.142857,85.712324,87.973998,94.490493,-2.2e-05,-0.015108,0.207976,0.124441,29951.2,70.8,43.422,92.026,1.414,3.218,18.04,0.918,15.646,634.0,620.674,4883.6,1,15.36,49247.2,232289.2,2.0,15.0,25.7,26.0,33.3,2.8,12.92,20.6,9.6,16.6,2.8,11.76,19.54,1.75,3.3,2.84,10.78,18.74,6.56,3.5,22.54,4.56,29.6,52.38,12.92,26.06,246.600408,31.796477,0,4,High-Low
06007,1113.0,159181.61,0.0,0.0,0.0,0.0,58.0,20105.48,188.0,49940.28,867.0,89135.85,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4e-05,-0.003542,0.0,0.0,46561.6,71.0,46.154,88.216,1.134,6.318,24.708,0.984,21.692,732.0,544.768,4508.4,1,18.72,49687.8,225816.6,3.0,10.8,22.5,39.5,27.2,5.98,7.58,22.4,10.2,13.6,3.0,8.36,17.46,2.8,6.875,2.58,13.46,21.28,5.28,3.6,23.28,5.22,28.44,51.38,11.0,20.16,137.99057,28.452566,0,0,Non Significant
01095,301.0,51818.06,81.0,11098.06,73.0,9595.06,72.0,16893.1,53.0,9365.06,22.0,4866.78,18.623791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000169,0.061421,0.0,0.0,19469.8,70.4,44.07,96.326,1.108,1.442,23.904,1.016,15.876,783.6,619.548,5567.0,0,19.04,44122.6,95642.8,4.0,18.4,31.1,31.1,19.4,4.2,14.92,26.2,14.0,22.0,4.4,11.64,19.76,1.7,4.375,3.08,17.8,24.18,6.46,5.26,28.74,4.36,38.94,64.58,18.16,31.0,169.027396,34.408545,0,0,Non Significant
01097,1416.0,424905.63,376.0,181123.66,205.0,34608.26,279.0,67215.68,278.0,75961.46,278.0,65996.57,53.0,74.202128,94.787661,51.707317,80.655543,50.896057,62.027476,56.834532,67.885188,58.633094,76.064135,59.887006,80.736716,1.5e-05,0.008311,0.079041,0.073623,77751.2,69.8,45.278,70.492,26.538,0.848,17.74,1.054,19.516,618.0,731.926,5990.4,1,19.22,45293.6,414114.0,2.0,13.5,34.0,29.3,23.2,5.46,12.58,19.8,10.0,24.0,3.8,12.08,15.0,1.925,3.95,3.66,11.08,24.96,6.1,4.42,28.08,4.52,32.76,62.1,17.08,31.32,336.832773,63.241408,0,0,Non Significant
01101,2257.0,998486.159999,196.0,85320.72,411.0,180246.149999,350.0,163141.09,700.0,317608.019999,600.0,252170.18,93.0,69.897959,87.401044,65.206813,86.549627,66.285714,77.300893,70.571429,82.392482,79.333333,82.576727,71.200709,82.785534,-1.5e-05,-0.006813,0.213385,-0.195631,39094.2,70.4,43.408,56.962,40.1,0.566,16.784,1.038,19.804,685.4,716.074,5690.8,1,19.76,47192.2,226940.8,2.0,13.3,25.0,28.4,33.4,4.68,11.64,18.6,7.8,21.4,2.8,11.42,13.18,1.775,2.15,3.36,9.06,23.4,5.34,4.34,29.18,4.14,33.58,62.06,14.84,26.44,289.374139,49.849346,0,0,Non Significant
01117,1140.0,490541.360001,394.0,229449.040001,139.0,47748.45,154.0,59502.37,223.0,73531.61,230.0,80309.89,54.728934,94.162437,97.340595,61.870504,89.795543,64.935065,85.684167,32.286996,47.768314,37.826087,53.900012,62.807018,80.649469,1.2e-05,0.005954,0.063851,0.058333,32827.8,72.0,43.698,90.07,6.596,1.032,7.096,0.932,17.328,572.6,869.114,7557.6,1,7.6,74530.6,213431.8,1.0,7.3,19.8,29.9,42.9,3.36,8.1,22.6,9.0,26.2,4.2,10.9,19.6,1.625,2.175,2.58,10.72,24.42,6.98,3.86,25.74,5.64,36.52,61.68,13.68,29.72,271.91189,41.822583,1,1,High-High
01125,997.0,408010.01,168.0,75064.26,197.0,65722.83,136.0,52146.61,263.0,121882.85,233.0,93193.46,40.0,85.119048,90.77192,81.218274,86.185348,91.176471,93.111537,94.296578,98.471828,74.678112,89.005666,85.155466,92.228855,-3.2e-05,-0.019244,-0.101554,0.031853,33122.2,68.6,44.48,72.112,25.924,0.458,21.486,1.026,19.24,736.2,694.416,6208.0,1,17.3,50371.8,207304.6,3.0,11.7,29.9,27.7,30.7,4.36,9.7,22.4,13.6,24.4,6.4,11.9,20.66,2.475,4.125,4.64,14.28,27.06,6.18,4.2,30.16,6.76,43.16,67.78,14.54,25.8,156.840413,25.059258,0,0,Non Significant
01015,534.0,157227.99,87.0,21979.87,113.0,29285.59,98.0,26788.09,109.0,41441.39,127.0,37733.05,22.950694,40.229885,46.184259,35.39823,42.949416,21.428571,23.23988,35.779817,46.162448,25.19685,32.692851,31.273408,38.428985,-0.000171,-0.082537,0.058861,0.118345,25580.2,69.6,43.84,82.382,15.104,0.726,21.262,1.024,17.646,740.2,704.07,6234.4,1,18.3,44590.6,114617.6,3.0,15.6,32.8,33.2,18.5,5.4,11.5,23.6,13.8,23.2,4.4,11.0,19.38,2.2,5.4,2.84,16.48,26.02,6.0,3.78,30.44,5.3,42.24,65.54,16.86,34.7,189.179161,42.220748,0,0,Non Significant
06045,1465.0,74684.29,302.0,14903.98,640.0,31571.89,200.0,10793.81,145.0,6941.0,178.0,10473.61,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9e-05,0.004523,0.0,0.0,21005.6,70.4,47.766,85.96,0.74,6.846,27.916,0.846,14.832,724.8,427.73,3016.0,0,17.42,48526.4,87223.6,4.0,13.5,25.0,37.1,24.4,4.76,10.64,20.2,9.0,12.6,2.8,7.1,16.3,3.35,6.25,4.54,9.0,14.22,3.76,2.26,18.82,4.08,23.82,43.98,9.38,15.86,24.875946,5.990743,0,0,Non Significant
06057,29.0,11786.98,0.0,0.0,0.0,0.0,16.0,5182.91,13.0,6604.07,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,44.827586,56.028516,-0.000155,-0.050623,-0.0125,-0.0125,27016.0,72.0,47.35,92.824,0.288,3.054,13.954,0.81,14.174,543.0,605.86,5940.4,0,10.8,63852.0,99243.8,4.0,5.6,18.4,38.8,37.2,4.26,7.16,19.6,6.4,12.0,3.6,7.36,16.76,2.85,3.2,2.04,8.66,15.4,6.6,3.84,13.78,5.2,30.66,46.42,9.34,18.88,103.619442,28.207131,0,0,Non Significant
