FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Total Medicare Payment Amount: Slope,Total Number of Services: Slope,% ASC Billing: Slope,% ASC Procedures: Slope,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Urban,LISA_CL,Moran I score for ACS billing fraction
26121,178.0,43202.86,0.0,0.0,26.0,8855.34,67.0,15279.52,28.0,6980.21,57.0,12087.79,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000167,-0.040542,0.0,0.0,36804.6,68.6,45.38,81.638,13.656,2.262,30.132,1.082,14.98,966.8,648.562,4582.0,1,15.86,48151.4,173296.8,3.0,8.7,34.0,37.5,19.7,5.1,6.32,24.2,15.0,27.8,3.6,10.46,25.16,3.425,6.7,3.9,13.44,26.48,5.22,3.26,29.8,5.52,35.22,59.08,16.76,20.32,347.117053,73.72037,0,2,Low-Low
26139,437.0,94859.599999,346.0,90468.059999,59.0,2814.11,32.0,1577.43,0.0,0.0,0.0,0.0,9.752473,34.104046,87.609207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.002288,83.553325,2.9e-05,0.00873,0.028536,0.073305,46558.8,71.0,44.848,88.542,1.33,5.552,19.778,0.97,15.538,732.8,649.314,5060.6,1,8.08,67099.2,286558.0,2.0,7.0,28.2,30.7,34.1,3.18,5.62,22.2,9.0,20.8,3.8,11.06,21.98,2.25,2.925,3.5,8.98,21.9,6.58,3.16,23.72,4.8,32.7,53.3,12.86,22.08,508.56217,82.629151,0,4,High-Low
45019,14469.0,3679384.789999,3232.0,800708.769999,3139.0,853592.57,2896.0,706096.769999,2707.0,694070.59,2495.0,624916.090001,345.980747,31.033416,71.220328,36.604014,72.834735,31.698895,64.369578,32.028075,63.631577,30.861723,59.822219,32.531619,66.91275,1.5e-05,0.005173,0.267347,0.218372,65310.8,72.0,44.338,72.708,23.302,0.902,9.666,0.93,16.19,672.8,818.326,7116.6,1,13.82,61378.0,401165.2,2.0,8.3,22.7,25.3,43.6,3.42,12.52,19.6,6.4,17.2,2.8,9.32,17.2,2.175,2.125,2.6,9.2,18.42,7.16,3.56,23.84,5.44,33.0,57.18,10.56,21.98,437.910727,71.293073,0,0,Non Significant
46083,367.0,103005.44,111.0,25759.19,70.0,16472.42,121.0,41341.8,11.0,3131.99,54.0,16300.04,25.580827,9.90991,18.473562,0.0,0.0,9.090909,13.886889,0.0,0.0,0.0,0.0,5.99455,10.193374,4e-05,0.02173,0.113796,0.182428,6676.6,72.2,44.738,96.68,0.358,0.554,8.494,0.86,14.574,462.6,550.536,4505.2,1,3.94,84546.4,56826.0,3.0,5.2,23.0,34.3,37.6,2.24,6.08,26.6,10.2,18.0,2.6,8.84,17.84,1.25,1.075,2.18,9.68,20.0,7.42,2.58,20.9,4.7,27.56,48.38,10.7,24.56,98.437671,11.565638,0,0,Non Significant
46099,2652.0,225665.06,424.0,28024.1,497.0,47218.02,652.0,52407.73,552.0,51099.3,527.0,46915.91,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000107,-0.009422,0.0,0.0,30927.2,71.0,45.35,93.826,1.288,1.012,16.476,0.884,16.354,544.0,534.41,4313.4,1,9.88,60045.2,188674.2,3.0,7.5,26.4,33.0,33.1,2.62,9.96,21.4,8.0,17.2,3.0,8.36,17.92,2.075,1.825,2.86,10.02,19.56,6.7,2.38,21.44,4.3,26.7,47.08,10.52,22.82,233.754446,38.316688,0,0,Non Significant
33001,1864.0,106767.75,390.0,20422.6,359.0,17587.0,348.0,17707.02,366.0,19880.38,401.0,31170.75,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.740648,29.656649,0.804721,8.658232,-0.000187,-0.014927,-0.084298,-0.668333,15727.4,71.0,46.234,95.832,0.246,0.522,15.06,0.832,15.948,699.4,442.746,3459.0,0,8.52,63717.4,60887.4,4.0,6.8,29.5,31.2,32.6,2.84,8.26,14.2,8.8,9.4,3.0,8.6,16.88,2.325,2.7,2.4,10.06,15.14,4.6,3.08,21.1,3.68,28.46,47.7,10.34,22.02,152.130264,39.295708,0,2,Low-Low
33011,37.0,3197.7,0.0,0.0,0.0,0.0,11.0,1332.66,14.0,705.12,12.0,1159.92,2.991751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,32.432432,36.273572,-0.001922,-0.202991,-0.025,-0.025,67628.0,71.0,43.982,92.858,0.968,2.416,16.644,0.906,18.096,665.6,498.138,4107.6,1,7.76,77843.6,413035.4,2.0,7.9,25.8,28.2,38.1,3.0,7.54,17.4,10.2,15.2,3.6,9.92,20.88,3.8,3.925,3.72,10.58,20.36,6.52,3.12,22.66,5.94,30.66,51.26,11.48,21.58,471.426794,77.188665,0,4,High-Low
33013,431.0,74907.99,327.0,24157.7,45.0,24032.8,28.0,9174.62,15.0,8168.45,16.0,9374.42,10.0,7.033639,35.582982,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.466357,79.225621,0.000164,0.008923,-0.03881,-0.026891,29545.8,71.0,44.532,95.564,0.388,0.766,17.348,0.858,17.06,732.2,437.556,3930.6,0,7.28,71605.4,149916.6,4.0,6.8,27.7,29.9,35.6,2.56,7.26,15.4,9.4,12.0,3.0,9.82,20.88,2.825,3.225,3.86,9.5,17.34,6.14,3.0,21.58,5.0,28.66,48.16,9.7,20.56,160.490346,31.629691,0,4,High-Low
34001,374.0,33406.57,25.0,2048.5,70.0,5522.72,94.0,9450.98,94.0,8047.66,91.0,8336.71,13.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.626374,84.193645,93.582888,96.055477,-0.00043,-0.044536,0.158164,0.094792,50656.4,71.8,44.188,76.384,11.884,6.726,15.504,1.066,18.862,698.2,849.348,7023.0,1,13.36,58356.2,266105.4,2.0,13.0,32.0,26.9,28.1,6.92,10.46,20.4,10.0,19.0,2.8,10.48,15.86,2.775,4.525,3.14,13.38,25.14,5.7,4.98,34.42,5.8,33.62,64.84,16.52,32.94,478.861768,91.157163,0,1,High-High
34005,323.0,81729.23,80.0,19460.39,74.0,23169.5,125.0,30225.89,19.0,1264.45,25.0,7609.0,20.999317,0.0,0.0,17.567568,26.507348,0.0,0.0,0.0,0.0,48.0,89.489026,7.739938,15.846032,8.3e-05,0.02165,-0.025328,-0.044747,78546.8,72.4,43.062,78.15,14.208,2.776,11.932,1.014,19.084,648.0,761.784,6929.4,1,6.46,82923.0,445701.6,1.0,6.3,28.1,27.6,38.0,4.1,5.68,19.4,8.0,15.8,2.6,11.16,16.1,1.9,3.4,2.78,10.38,23.62,6.24,4.76,29.04,6.14,34.24,62.68,12.84,28.24,558.120454,98.358578,1,3,Low-High
34011,1053.0,531663.08,206.0,104190.229999,175.0,94439.77,232.0,118708.31,212.0,109083.26,228.0,105241.510001,20.981744,94.174757,97.95428,93.714286,97.981941,94.827586,98.31,100.0,100.0,83.77193,95.387837,93.162393,97.950324,-5.4e-05,-0.039489,0.285892,0.104502,26126.4,70.6,44.02,69.904,14.36,13.434,23.022,1.13,21.632,747.6,730.19,5783.2,1,16.6,51376.2,151906.0,3.0,20.6,39.4,24.4,15.6,6.88,11.94,19.6,11.2,22.2,2.8,12.12,16.42,2.775,5.775,3.88,13.98,26.84,6.14,5.98,35.84,6.24,34.08,62.82,16.52,30.34,314.048083,54.01331,0,1,High-High
31055,4085.0,906425.750001,1115.0,206663.84,1048.0,194104.5,811.0,199464.34,532.0,164890.61,579.0,141302.46,171.910493,13.183857,33.36921,11.259542,31.763751,18.002466,40.025335,18.609023,36.761717,7.772021,19.247337,13.586291,32.905818,5.3e-05,0.00567,0.092477,0.041383,77089.2,71.2,43.852,84.586,8.538,2.95,16.466,0.938,17.542,607.8,597.208,5457.8,1,12.02,62236.2,560617.4,2.0,9.4,21.4,29.5,39.7,3.22,10.08,17.6,7.8,12.8,2.8,11.04,19.1,2.05,2.2,3.76,9.88,20.48,6.32,2.88,22.18,4.14,30.58,49.68,11.14,21.76,1706.831682,234.702471,0,0,Non Significant
39035,11927.0,1053536.53,2185.0,174198.16,2040.0,146132.51,2058.0,223260.87,2199.0,208516.98,3445.0,301428.01,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545703,3.390266,2.03193,13.367752,0.687516,4.495661,-2.3e-05,-0.001881,-0.224778,-1.488063,233450.6,72.0,44.32,71.568,21.906,2.27,18.882,1.058,19.616,733.0,515.852,4311.0,1,17.74,48327.2,1247450.8,1.0,10.2,27.8,29.5,32.5,5.14,7.08,17.0,8.6,15.4,2.6,11.64,18.02,2.55,2.3,4.18,11.18,23.64,6.26,3.92,25.62,5.4,34.76,57.7,15.56,26.18,2728.511279,510.619413,1,0,Non Significant
39053,1204.0,95937.25,127.0,6055.93,189.0,12191.26,291.0,27052.73,248.0,17922.41,349.0,32714.92,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000126,-0.016816,0.0,0.0,6536.6,69.8,47.47,95.74,2.596,0.306,30.97,1.102,18.874,902.2,447.418,3151.8,0,19.98,43168.0,30088.0,6.0,16.0,41.2,26.9,15.9,6.3,8.86,22.2,18.2,24.4,3.6,10.34,24.64,1.8,3.625,3.56,22.12,29.68,7.32,4.14,31.48,6.34,41.5,64.52,16.88,32.22,64.493173,14.011103,0,2,Low-Low
29091,96.0,5930.33,21.0,1022.82,59.0,3984.15,0.0,0.0,16.0,923.36,0.0,0.0,4.999066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000476,0.036406,0.0,0.0,10017.0,70.4,46.88,97.528,0.352,0.688,24.734,0.944,17.436,702.4,437.498,3211.4,0,20.96,37069.8,40103.8,7.0,13.0,38.9,30.1,18.0,5.08,14.1,21.0,14.4,13.6,3.0,9.66,19.24,1.925,3.425,3.12,15.56,19.12,5.3,3.4,25.68,2.84,32.76,53.68,13.04,25.2,43.250349,10.802935,0,2,Low-Low
37023,14.0,1358.14,0.0,0.0,14.0,1358.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092,0.089286,0.0,0.0,19907.0,70.2,45.96,91.382,5.204,0.864,24.616,0.992,16.218,710.4,516.206,3979.2,1,16.68,43821.8,89967.8,2.0,18.4,31.4,33.8,16.4,4.4,14.68,23.0,13.6,21.0,3.2,11.76,20.68,2.075,3.625,3.96,13.96,22.9,6.54,3.16,29.58,5.02,33.46,59.94,12.1,26.72,177.416639,39.256634,0,0,Non Significant
29165,37.0,5169.68,0.0,0.0,24.0,3435.74,0.0,0.0,13.0,1733.94,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.023345,0.0,0.0,14348.8,72.0,45.158,92.686,2.648,1.732,8.338,0.944,16.462,582.6,625.282,4843.8,1,6.2,78631.0,100681.8,1.0,4.2,22.1,30.6,43.1,3.28,7.42,19.8,8.4,15.4,3.2,11.18,19.54,1.75,1.775,2.78,11.7,21.18,6.8,3.22,24.46,5.18,31.14,55.18,11.36,28.48,239.610176,34.148361,1,0,Non Significant
37107,23.0,6871.35,0.0,0.0,0.0,0.0,23.0,6871.35,0.0,0.0,0.0,0.0,1.943243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13550.2,69.8,45.354,60.856,37.002,0.948,32.148,1.102,20.706,820.6,651.142,4517.4,0,22.64,39243.4,56756.4,4.0,20.3,31.9,32.8,14.9,4.88,14.28,16.2,13.2,18.6,2.6,11.38,16.64,2.375,3.65,3.56,12.94,29.3,4.94,4.56,34.42,6.78,29.86,69.72,17.82,30.38,141.681665,33.825523,0,0,Non Significant
37119,1120.0,422217.78,219.0,109860.3,117.0,27515.58,205.0,100438.02,290.0,109288.02,289.0,75115.86,57.0,56.621005,79.520336,0.0,0.0,30.243902,57.464006,52.758621,83.34371,31.487889,66.497262,38.392857,67.764003,-3e-06,-0.015331,-0.012621,-0.001222,123407.4,71.2,43.288,65.756,25.948,3.104,18.734,0.988,17.782,702.4,625.892,4887.6,1,12.0,63988.0,1074474.6,1.0,9.7,17.0,27.9,45.4,4.36,12.78,17.2,8.4,13.0,2.8,10.7,16.58,2.075,3.0,3.54,8.72,20.98,6.34,3.6,24.58,4.62,28.7,54.46,11.04,20.26,2051.14252,235.581339,1,0,Non Significant
37125,1338.0,519392.919999,299.0,115798.62,277.0,123368.92,191.0,84663.5,309.0,107996.68,262.0,87565.2,74.0,60.869565,64.591115,57.039711,58.740029,67.015707,64.94676,48.867314,56.541794,53.435115,55.970317,56.726457,60.132229,6.1e-05,0.004835,0.258477,0.119295,24578.4,73.6,44.868,85.838,10.472,0.97,13.548,0.944,15.89,608.0,795.212,6571.6,0,11.42,58575.6,97294.2,4.0,9.3,21.6,31.6,37.4,4.58,11.96,21.8,8.0,12.6,3.0,10.86,17.02,1.85,2.35,2.32,11.4,21.12,8.7,3.94,24.24,4.82,37.7,59.04,12.72,26.1,139.421331,35.22053,0,0,Non Significant
40021,48.0,2457.67,0.0,0.0,20.0,1003.61,15.0,731.85,13.0,722.21,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000329,0.021008,0.0,0.0,8360.4,70.2,45.848,66.384,0.554,1.066,23.228,1.038,17.584,653.6,594.664,3934.0,0,21.66,41081.0,48664.4,6.0,13.5,31.3,28.9,26.3,4.64,22.54,26.8,13.6,16.0,2.2,9.18,20.84,2.35,7.1,3.5,15.68,26.6,6.38,3.58,29.96,4.44,38.12,61.4,16.38,29.0,64.937124,11.156006,0,2,Low-Low
37189,35.0,6859.98,0.0,0.0,11.0,1133.99,0.0,0.0,13.0,3326.12,11.0,2399.87,2.999358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000804,-0.144578,0.0,0.0,8591.2,72.0,46.956,95.64,0.936,0.746,17.386,0.88,15.566,635.2,649.616,4603.0,0,22.54,46862.4,54925.0,5.0,9.2,20.7,27.8,42.2,4.08,13.3,17.6,10.0,13.6,4.0,9.82,17.42,2.1,2.75,2.3,11.64,15.7,5.92,2.88,22.92,5.64,29.28,55.94,9.3,22.54,175.728509,27.486914,0,0,Non Significant
47157,11282.0,3360927.549999,2043.0,610776.41,2440.0,857770.61,1989.0,926091.63,2465.0,657729.71,2345.0,308559.189999,201.0,28.193833,74.68128,31.967213,81.065365,30.568125,84.343307,31.88641,80.732438,33.006397,60.230049,31.235597,78.830423,3e-06,-0.003112,0.079471,-0.695115,133865.8,71.4,42.002,59.336,37.084,0.922,18.876,1.076,19.492,717.4,667.614,4898.4,1,19.76,48956.6,936374.0,1.0,11.6,27.5,29.3,31.6,4.84,12.74,16.0,7.4,14.0,2.6,11.34,14.18,1.775,2.7,3.74,9.32,24.28,4.64,4.84,27.76,4.14,32.68,62.34,15.52,26.56,1226.946935,175.406657,1,0,Non Significant
47163,18.0,913.47,0.0,0.0,0.0,0.0,0.0,0.0,18.0,913.47,0.0,0.0,0.935611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001368,-0.069444,0.0,0.0,40578.0,70.4,45.81,96.072,1.616,0.382,18.114,0.966,18.306,662.4,525.962,4634.6,1,16.02,45607.8,157050.4,2.0,12.8,34.7,28.8,23.6,4.46,11.06,21.2,11.6,15.8,3.4,9.7,21.54,1.975,6.35,3.26,14.28,24.7,7.28,3.12,28.14,4.78,31.54,58.92,12.84,26.54,379.933376,98.165535,0,0,Non Significant
45057,22.0,8472.06,22.0,8472.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.000295,0.113636,0.025,0.025,20404.6,72.0,44.272,84.128,12.776,0.974,11.468,0.906,17.258,642.0,755.164,5964.4,1,13.22,56048.8,92308.4,1.0,14.1,29.9,29.1,26.9,4.58,12.12,19.0,11.4,17.8,2.6,8.34,15.42,1.45,1.975,2.06,12.3,23.28,5.74,3.74,27.68,4.12,28.04,62.44,10.5,27.78,168.090174,37.15602,1,0,Non Significant
36085,200.0,13318.66,40.0,2565.14,40.0,2475.76,39.0,2439.59,53.0,3824.91,28.0,2013.26,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000131,0.035032,0.0,0.0,78549.8,70.6,46.83,79.284,5.42,7.006,23.156,1.07,20.046,574.2,882.556,8294.0,1,12.02,78278.2,474892.6,1.0,11.3,30.4,24.5,33.9,4.68,5.38,19.0,7.4,19.6,2.4,11.02,14.92,1.925,2.6,4.02,10.52,23.38,5.26,3.76,41.58,4.94,33.48,58.36,15.4,32.8,8135.902004,1345.722118,1,3,Low-High
36105,13.0,1613.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1613.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00155,-0.192308,0.0,0.0,15521.4,70.4,48.732,84.654,6.094,5.796,26.834,1.032,18.69,704.0,631.948,5838.0,0,16.44,52303.4,75115.8,4.0,13.3,33.8,28.2,24.8,4.62,6.94,18.2,11.2,23.4,3.4,8.74,15.88,2.5,3.575,4.06,15.76,21.04,5.4,3.34,27.38,7.32,33.42,57.56,13.26,27.96,77.588387,16.032318,0,3,Low-High
36111,80.0,5769.99,11.0,630.41,0.0,0.0,23.0,1097.1,15.0,956.25,31.0,3086.23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00109,-0.098921,0.0,0.0,36711.2,71.6,45.938,88.85,3.76,3.46,21.78,0.98,18.224,665.2,675.224,6245.8,1,13.58,61888.6,178665.2,3.0,9.3,29.7,28.6,32.5,4.26,6.54,17.2,8.4,20.0,2.8,10.08,17.22,2.575,3.225,3.22,11.88,19.16,5.58,3.86,25.48,5.14,27.56,54.1,12.26,27.08,158.921578,32.654383,0,0,Non Significant
36119,1295.0,305552.57,150.0,27226.18,253.0,51564.42,286.0,65972.04,306.0,86361.91,300.0,74428.02,64.0,36.0,67.746742,18.577075,38.441429,24.825175,50.598162,35.294118,65.892463,33.333333,71.341452,29.343629,59.450199,-6.2e-05,-0.021347,-0.045024,-0.049147,153032.0,74.4,42.824,74.792,10.68,7.78,17.796,1.046,18.262,599.4,793.336,7277.2,1,9.06,92362.6,968889.6,1.0,11.9,19.2,19.9,48.9,4.2,6.86,16.6,4.4,13.0,2.6,12.36,15.42,1.875,1.65,3.9,9.88,20.12,7.22,4.18,27.4,5.06,30.6,55.3,13.9,28.98,2250.630318,355.477506,1,1,High-High
45091,2052.0,871806.0,425.0,198908.02,305.0,141611.720001,357.0,138843.31,313.0,136651.86,652.0,255791.089999,74.0,62.352941,70.166643,62.95082,69.46966,50.980392,55.972369,61.022364,70.39599,57.515337,63.633405,58.723197,65.91193,-1e-05,-0.005632,0.078398,0.119069,41619.4,71.4,44.204,83.74,12.4,1.296,11.704,0.902,16.368,613.6,723.32,5826.8,1,10.56,62867.6,265871.6,1.0,9.2,25.1,32.4,33.3,3.94,10.66,17.2,7.4,17.2,2.8,9.56,14.56,1.55,1.8,2.22,10.66,20.54,5.4,3.9,25.26,4.74,28.36,58.82,9.84,25.82,390.645832,61.151492,1,0,Non Significant
46013,729.0,34735.24,170.0,8540.13,137.0,6109.94,134.0,5929.02,134.0,6653.51,154.0,7502.64,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000328,0.034695,0.0,0.0,6942.8,73.0,44.066,95.512,0.312,0.514,15.11,0.964,14.412,631.4,517.6,4559.2,0,10.42,56441.0,38914.8,5.0,7.0,31.6,32.0,29.4,2.72,10.58,18.8,8.2,23.2,2.4,9.42,18.74,1.95,2.05,3.12,12.24,24.76,9.12,2.3,25.42,4.22,32.4,54.5,14.12,28.16,22.71759,4.053051,0,0,Non Significant
37171,199.0,65659.62,0.0,0.0,55.0,13687.41,96.0,34216.67,48.0,17755.54,0.0,0.0,7.940976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06,0.001057,0.0,0.0,17428.6,70.2,44.36,92.778,4.338,1.442,31.188,1.09,17.592,879.0,498.362,3754.0,0,16.66,43050.6,71971.0,4.0,20.5,28.9,32.5,18.0,4.3,15.5,25.0,16.6,20.8,4.2,11.74,24.98,2.275,5.55,4.36,17.88,25.4,5.54,3.82,32.2,4.46,35.24,62.72,15.62,27.18,135.241635,32.750307,0,0,Non Significant
24510,22015.0,2244338.420004,4844.0,496768.56,4242.0,405055.51,4493.0,463604.27,4393.0,457753.170002,4043.0,421156.910002,316.423713,2.456647,10.824731,3.088166,14.366604,3.38304,13.851406,2.526747,10.773599,1.459312,7.465963,2.598228,11.448461,1.9e-05,0.004051,0.332661,1.174101,90956.4,69.0,42.764,30.218,66.242,1.08,35.784,1.214,23.712,1039.4,632.052,4484.4,1,21.18,47367.8,609032.4,1.0,14.8,29.1,24.2,31.9,6.1,7.56,18.6,13.8,19.0,2.6,11.56,20.26,4.4,8.2,5.56,12.26,27.24,4.4,4.98,33.76,7.24,32.06,63.96,15.84,25.96,7524.12038,1123.695394,1,3,Low-High
45063,704.0,221520.33,62.0,39279.45,114.0,29020.03,194.0,55993.44,165.0,50965.71,169.0,46261.7,15.926352,100.0,100.0,78.070175,92.090015,100.0,100.0,100.0,100.0,92.899408,95.779986,94.744318,98.082465,-8.1e-05,-0.023791,0.010403,-0.021304,48604.8,71.6,44.44,88.896,7.928,0.93,9.958,0.876,15.426,514.4,763.184,6135.4,1,12.2,59210.2,290278.0,2.0,10.4,28.2,31.1,30.4,3.48,11.6,17.8,6.8,14.8,2.6,8.9,17.76,1.5,1.65,2.24,9.48,19.5,4.74,3.2,26.06,4.58,30.64,60.5,11.62,27.82,415.327802,69.54342,0,1,High-High
27007,158.0,7285.97,41.0,1826.09,59.0,2902.48,58.0,2557.4,0.0,0.0,0.0,0.0,5.679354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000853,0.039907,0.0,0.0,8006.0,69.4,47.684,80.098,0.436,0.422,31.91,1.088,18.104,778.6,492.442,3472.2,0,17.6,48084.4,46402.6,7.0,7.9,27.8,35.2,29.2,4.7,9.02,23.6,14.4,20.6,4.6,9.58,23.22,3.275,4.625,4.9,10.2,24.32,4.76,2.88,26.96,5.24,27.54,47.32,12.38,26.16,18.524436,3.196085,0,0,Non Significant
46135,124.0,29562.4,55.0,11928.57,13.0,859.13,12.0,2009.28,0.0,0.0,44.0,14765.42,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5e-05,0.015918,0.0,0.0,4534.2,72.2,44.87,0.0,0.0,0.0,18.892,0.89,13.436,500.4,554.308,5158.2,0,11.58,55393.2,22717.2,7.0,9.1,35.4,29.8,25.7,2.6,9.96,17.2,6.8,12.2,2.0,8.7,14.74,1.825,1.625,4.92,9.92,19.38,3.94,2.5,22.92,4.96,23.88,45.66,12.4,22.32,43.58935,8.70014,0,0,Non Significant
25005,1141.0,367275.77,145.0,47869.86,142.0,41160.1,188.0,63776.05,319.0,102516.73,347.0,111953.03,54.0,33.793103,60.867318,36.619718,55.171052,32.446809,42.397938,29.153605,46.960101,38.904899,44.397173,34.180543,48.119491,-4.6e-05,-0.015159,0.16917,-0.048637,109557.0,69.4,44.564,86.99,2.5,6.78,33.322,1.042,20.838,853.0,553.884,4941.6,1,11.3,65588.0,561036.6,1.0,14.3,29.9,27.1,28.7,4.88,3.66,19.6,12.4,21.4,4.2,10.28,25.56,4.25,5.1,5.18,14.1,22.78,7.28,4.02,28.5,8.26,31.7,60.96,12.86,24.58,1014.35664,198.079538,1,0,Non Significant
25009,203.0,19088.03,23.0,1295.13,49.0,7889.27,22.0,3284.97,54.0,3185.17,55.0,3433.49,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,-0.061983,0.0,0.0,140394.2,71.4,43.412,86.248,1.564,8.254,27.234,1.02,19.348,718.8,556.228,5131.4,1,10.38,75335.0,783676.4,1.0,10.7,25.1,24.4,39.9,3.92,3.64,19.4,9.4,17.4,3.8,11.02,24.08,3.825,3.775,4.4,10.8,24.72,7.94,3.62,23.86,6.88,31.4,56.32,13.0,23.54,1591.017596,285.027905,1,2,Low-Low
34023,747.0,178116.810001,104.0,32382.170001,123.0,29889.07,153.0,38109.27,231.0,44356.45,136.0,33379.85,38.960266,28.846154,88.19866,34.146341,79.787929,29.411765,75.211333,14.718615,53.173394,16.911765,36.303578,23.293173,65.560859,-0.000126,-0.0179,0.071939,0.149892,116842.2,73.2,43.046,72.312,7.06,8.176,14.744,1.05,19.43,568.4,791.846,7873.8,1,8.46,85211.0,825920.0,1.0,10.2,25.3,21.0,43.6,4.0,8.74,15.8,5.6,16.6,2.0,10.96,14.64,1.575,1.975,2.84,10.44,24.8,6.44,4.92,35.82,5.62,32.64,64.94,17.22,34.7,2673.624374,378.235366,1,1,High-High
26055,220.0,72067.74,17.0,8070.61,81.0,30124.64,23.0,4505.52,35.0,9581.34,64.0,19785.63,10.487279,100.0,100.0,65.432099,74.811317,0.0,0.0,0.0,0.0,26.5625,41.332118,39.545455,53.817519,-7e-06,-0.015894,0.024135,0.027882,20070.6,72.0,44.484,95.36,0.436,0.864,18.43,0.958,16.754,713.2,619.15,5541.2,0,8.9,60309.4,92181.4,5.0,4.8,24.0,35.2,36.0,4.06,6.76,22.2,10.4,24.6,4.6,10.88,22.78,2.875,3.775,3.28,11.36,22.3,6.34,3.4,22.64,4.86,32.58,52.5,11.82,23.38,198.52519,43.224769,0,4,High-Low
