FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Moran I score for ACS billing fraction,County
12091,2718.0,363297.389999,369.0,44365.3,471.0,46672.88,470.0,60312.87,696.0,110600.86,712.0,101345.48,90.790957,0.0,0.0,0.0,0.0,2.553191,12.128788,3.448276,10.877393,4.494382,18.21881,2.50184,10.407355,37608.8,72.2,45.902,87.718,5.732,2.144,11.72,0.976,17.778,679.8,845.1,6336.8,1,11.24,60099.4,203793.8,3.0,7.6,24.7,36.5,31.1,3.62,13.18,20.2,9.4,18.8,3.6,10.38,16.56,2.45,2.225,2.38,14.48,27.06,8.3,4.24,27.48,4.4,40.28,59.92,13.52,30.2,219.074934,40.428832,Non Significant,Okaloosa
12097,645.0,229613.68,70.0,55979.12,75.0,52206.84,43.0,31184.55,29.0,23638.23,428.0,66604.94,28.69514,35.714286,31.914203,24.0,35.125359,44.186047,57.334064,62.068966,67.235279,0.0,0.0,12.403101,30.475419,52639.8,70.2,46.704,62.272,8.33,24.666,20.854,1.162,23.16,769.8,727.03,4706.0,1,14.82,49574.0,351955.0,1.0,13.3,31.3,33.7,21.8,4.48,16.04,18.6,7.4,26.2,3.8,13.1,19.46,2.05,3.65,3.52,14.0,31.9,6.84,5.24,34.82,7.3,30.84,62.94,15.84,34.02,265.135564,39.654737,High-High,Osceola
12099,13549.0,4539234.970001,2427.0,1267683.420004,1904.0,607741.96,2770.0,816642.989998,3413.0,1017463.790001,3035.0,829702.809998,425.581033,44.004944,87.578482,44.852941,81.781758,37.545126,72.934358,35.892177,69.923514,35.453048,68.709809,38.844195,76.761546,298091.8,75.0,43.642,85.744,5.64,4.898,10.334,1.104,18.5,633.0,1179.858,9992.2,1,12.3,60532.0,1465027.2,1.0,11.5,24.0,27.8,36.7,4.24,17.34,20.6,5.0,15.4,3.2,12.96,19.4,1.675,2.45,2.6,10.6,27.58,11.0,4.94,28.28,5.66,39.82,62.04,15.4,38.66,743.758107,151.333841,High-High,Palm Beach
12101,539.0,121018.66,27.0,13482.19,355.0,34952.94,27.0,9893.43,59.0,29709.78,71.0,32980.32,20.998541,100.0,100.0,15.492958,68.484425,59.259259,91.751091,100.0,100.0,69.014085,87.509005,38.218924,86.819148,122529.8,72.0,45.62,88.924,2.724,5.236,16.254,1.126,19.264,686.4,865.386,6152.2,1,12.96,50637.2,524602.0,1.0,10.5,33.2,32.2,24.0,4.64,14.84,22.4,9.6,27.6,3.8,12.18,22.38,2.85,4.2,3.18,16.68,31.46,8.74,4.98,29.66,5.94,37.6,63.92,15.74,37.98,702.385639,164.05422,High-High,Pasco
12107,152.0,17047.62,11.0,1207.58,0.0,0.0,33.0,4284.09,19.0,2939.49,89.0,8616.46,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18229.8,71.4,47.39,86.202,9.622,2.68,23.834,1.078,21.178,797.2,873.604,5094.2,0,23.26,37166.2,73252.0,4.0,18.2,41.2,28.3,12.3,5.82,17.44,23.0,11.6,23.2,3.6,11.3,19.0,2.775,3.4,2.78,19.32,27.6,6.22,4.8,30.64,4.82,40.3,63.48,18.06,37.12,100.673152,25.053943,Low-High,Putnam
12109,1204.0,88569.57,147.0,6382.43,259.0,24186.71,218.0,17777.04,269.0,21908.17,311.0,18315.22,32.996362,0.0,0.0,0.0,0.0,5.963303,38.871882,4.832714,33.007093,0.0,0.0,2.159468,15.966567,48403.6,73.0,45.894,90.626,3.378,2.428,8.452,0.922,16.756,566.0,970.96,6852.8,1,7.76,80045.2,244673.8,1.0,5.2,21.4,28.7,44.7,3.4,10.4,20.8,6.0,17.0,3.0,9.76,15.58,2.325,1.9,1.92,11.32,21.28,6.36,3.92,22.14,4.48,36.12,58.96,11.72,31.92,407.344982,80.584695,Low-High,St. Johns
12113,13.0,5742.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5742.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31664.4,71.2,46.83,91.918,3.018,1.764,12.738,0.968,17.984,738.0,746.21,5090.0,1,10.48,64614.2,174755.4,2.0,8.7,26.8,36.8,27.7,3.98,11.84,23.4,10.6,17.0,3.6,10.46,19.16,2.075,3.825,2.3,14.48,23.96,7.86,3.96,27.58,4.5,41.24,61.9,14.32,30.54,172.750629,31.30115,Low-High,Santa Rosa
12115,6621.0,2594916.09,1097.0,549215.710001,956.0,468503.88,1460.0,512101.15,1923.0,557313.19,1185.0,507782.159999,172.0,71.83227,83.697739,78.76569,88.215888,57.739726,84.087812,48.621945,80.406814,76.793249,85.147627,63.872527,84.16738,132450.4,75.0,45.044,92.784,1.864,2.16,8.186,0.966,15.016,513.2,1006.328,7920.6,1,9.56,59460.6,419496.0,2.0,6.9,28.9,28.8,35.4,4.1,16.1,18.8,5.4,19.0,3.4,11.84,17.92,2.225,2.05,2.1,11.1,22.26,8.68,4.26,21.46,4.42,38.72,58.94,12.62,32.98,754.668375,238.276713,High-High,Sarasota
12117,28.0,890.68,12.0,386.04,16.0,504.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71919.0,73.0,43.262,80.076,7.278,7.844,12.858,1.062,19.804,671.6,779.368,5502.6,1,10.66,63923.2,461402.4,1.0,5.7,21.1,33.6,39.6,3.9,11.62,17.0,6.4,19.0,3.2,13.66,17.92,2.175,3.075,2.84,12.04,27.62,7.4,4.98,29.88,5.62,34.26,62.56,15.04,34.94,1492.144453,232.581228,Low-High,Seminole
12127,1100.0,240146.1,129.0,37575.03,230.0,45365.55,365.0,54435.83,204.0,49366.06,172.0,53403.63,62.652792,57.364341,67.270312,26.956522,55.108822,15.616438,30.556033,31.372549,47.047081,58.139535,80.311994,32.454545,55.393571,136771.0,73.0,46.028,87.352,5.034,4.8,14.098,1.032,17.326,683.2,803.998,6276.6,1,14.4,47688.0,536487.2,2.0,9.5,31.8,35.0,23.7,4.58,15.42,18.6,8.6,20.6,3.0,12.06,17.62,2.875,2.875,3.06,15.06,26.54,7.68,5.06,27.24,5.34,35.94,62.16,13.98,31.54,487.258499,124.220731,High-High,Volusia
12131,2931.0,225011.44,83.0,19679.99,91.0,19976.5,48.0,16576.61,94.0,24910.35,2615.0,143867.99,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13727.2,71.8,47.6,93.604,2.624,1.24,13.762,0.946,16.912,707.0,824.788,5780.0,1,13.2,55811.2,68262.2,3.0,10.9,28.5,32.1,28.5,3.78,17.18,21.8,10.4,17.6,3.4,10.18,16.66,2.125,2.3,2.4,15.0,23.5,5.96,3.88,24.38,3.44,39.8,59.48,15.4,31.7,65.786965,13.229442,Non Significant,Walton
13009,14.0,7072.62,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7072.62,0.0,0.0,0.966491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8165.8,68.2,47.674,67.926,29.248,0.57,21.658,1.066,18.718,855.8,658.246,5445.2,0,24.78,41242.4,45110.8,4.0,14.2,35.0,27.5,23.3,5.98,15.68,14.6,10.8,17.6,2.8,9.7,18.04,2.875,4.475,4.64,14.74,25.14,5.36,3.86,30.9,6.06,34.84,65.32,14.66,29.16,174.953848,31.669537,Low-High,Baldwin
13015,13.0,736.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,736.55,0.999175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17063.8,69.6,45.56,89.078,7.758,1.536,20.634,1.074,19.02,837.4,693.834,5444.8,1,13.32,55225.4,104919.0,1.0,16.4,33.4,31.6,18.6,4.64,17.14,23.4,14.4,21.4,4.0,9.94,20.32,2.45,3.925,2.6,15.6,29.66,6.54,4.08,30.1,6.04,34.86,64.3,17.04,30.38,228.311108,37.132027,Non Significant,Bartow
13031,11.0,2169.58,11.0,2169.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9514.4,70.2,46.182,77.756,20.074,0.64,22.808,1.048,18.392,778.0,792.722,5647.6,0,24.66,42649.8,76119.8,4.0,12.7,27.2,33.2,27.0,5.06,16.86,17.6,10.6,20.6,3.6,10.3,18.66,1.925,3.625,3.34,14.6,24.02,4.38,4.44,33.16,5.94,32.2,69.08,17.38,29.36,113.137309,14.141309,Low-High,Bulloch
13057,426.0,342624.710001,115.0,83072.680001,85.0,78155.38,60.0,44119.34,85.0,54122.07,81.0,83155.24,21.719694,90.434783,98.447131,100.0,100.0,51.666667,81.817044,61.176471,79.689044,100.0,100.0,82.86385,94.073714,35042.8,72.0,44.466,91.436,3.268,2.186,8.508,0.912,16.442,590.2,818.484,6491.8,1,7.66,80633.6,247514.8,1.0,7.9,22.4,31.5,38.2,3.78,13.78,20.8,7.4,18.2,3.8,10.5,16.62,1.475,2.45,1.66,10.02,22.02,6.24,4.24,23.42,4.76,34.14,59.74,10.76,27.24,586.981412,83.104009,Non Significant,Cherokee
10005,557.0,182936.110001,309.0,90352.490001,63.0,22820.19,75.0,28531.760001,83.0,37101.84,27.0,4129.83,33.0,26.860841,53.283623,44.444444,62.342163,84.0,93.365288,100.0,100.0,0.0,0.0,46.140036,68.936789,62353.0,72.2,45.944,88.9,7.012,1.3,12.972,0.938,16.132,594.0,728.998,6653.0,1,12.04,59342.2,224383.8,2.0,11.9,31.2,28.7,28.3,4.24,9.0,18.4,8.2,23.4,2.8,8.6,16.72,2.05,2.775,1.5,11.52,22.54,6.3,5.2,27.62,4.46,34.36,65.02,11.32,31.48,239.70605,66.610831,High-High,Sussex
12005,2573.0,1004000.699999,292.0,123065.17,344.0,129536.49,480.0,183193.819999,636.0,259660.08,821.0,308545.140001,107.0,82.191781,93.640053,73.255814,88.271706,67.5,83.802106,67.767296,85.758508,71.37637,85.546546,71.239798,86.626728,35687.0,71.4,45.91,88.242,6.976,1.624,17.31,1.02,17.796,696.0,883.884,6738.4,1,14.36,51674.8,182160.6,3.0,9.3,31.0,35.9,23.7,4.5,14.58,23.4,9.6,16.8,4.6,11.4,18.1,2.65,2.6,2.76,17.76,26.12,6.28,4.38,30.46,4.92,41.36,64.82,16.9,34.22,240.17198,47.051983,Non Significant,Bay
12011,3480.0,1405882.800002,414.0,175852.470001,659.0,272516.43,772.0,323503.360002,847.0,320761.45,788.0,313249.09,94.0,59.661836,90.578125,58.421851,90.309623,65.15544,90.987185,53.719008,83.946575,58.248731,88.219471,58.87931,88.581635,291429.0,73.0,45.176,69.362,13.562,11.912,22.064,1.164,21.44,780.8,887.144,6585.4,1,13.1,56602.0,1926204.8,1.0,11.0,27.3,29.2,32.4,4.06,16.64,18.2,6.4,18.2,3.0,14.6,19.86,2.325,3.275,5.4,12.26,27.7,9.04,4.8,29.26,5.06,32.96,59.54,14.6,33.46,1592.187703,240.893217,High-High,Broward
